business_id,district,sector,investment_lakhs,employee_count,power_requirement_kw,land_area_sqm,water_usage_kld,uses_hazardous_material,uses_boiler,is_service_sector,trade_license,gst_registration,factory_license,labour_registration,fire_noc,pollution_noc,environmental_clearance,fssai_license,boiler_license,explosives_license,electricity_noc,building_plan_approval
PB02238,Mohali,Furniture/Wood,190.23,103,16.0,436.1,9.4,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
PB02239,Moga,Textile,1742.81,1,261.0,6403.1,0.5,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
PB02240,Rupnagar,Steel Rolling,118.07,56,2.0,178.3,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
PB02241,Ludhiana,Agro-based,37.24,7,2.0,50.0,5.6,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
PB02242,Bathinda,Beverages,424.47,95,66.5,1697.5,18.0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1
PB02243,Ludhiana,Engineering/Metal Fabrication,300.01,10,31.0,641.3,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02244,Hoshiarpur,Plastic Products,163.82,129,2.0,85.1,4.1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0
PB02245,Mohali,Plastic Products,288.55,5,14.6,1959.1,0.5,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1
PB02246,Fatehgarh Sahib,Textile Dyeing,2611.71,8,364.4,7929.8,9.4,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1
PB02247,Moga,Engineering/Metal Fabrication,56.21,7,43.5,317.4,0.5,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1
PB02248,Fatehgarh Sahib,Paper & Pulp,388.55,39,48.2,747.8,13.5,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
PB02249,Mohali,Furniture/Wood,6000.0,229,894.7,17541.3,6.9,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1
PB02250,Patiala,Steel Rolling,783.99,29,115.9,2507.7,11.1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02251,Amritsar,Electronics,1079.27,22,151.8,2723.8,1.8,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02252,Fatehgarh Sahib,Auto Components,63.29,9,3.3,50.0,7.9,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
PB02253,Mohali,Beverages,1174.32,25,178.6,3748.6,22.7,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
PB02254,Rupnagar,Plastic Products,332.53,4,43.5,1282.1,0.5,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1
PB02255,Ludhiana,IT/Software Services,5723.41,13,868.2,17676.7,0.5,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1
PB02256,Moga,Pharmaceutical,53.65,4,2.0,50.0,9.4,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
PB02257,Hoshiarpur,Electronics,72.74,4,4.1,316.7,8.8,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
PB02258,Fatehgarh Sahib,Furniture/Wood,324.59,7,26.7,1069.1,3.3,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02259,Bathinda,IT/Software Services,116.75,11,34.0,50.0,6.2,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0
PB02260,Bathinda,IT/Software Services,744.41,3,105.3,2194.8,5.9,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1
PB02261,Mohali,Auto Components,393.96,30,50.9,1432.4,12.8,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02262,Ludhiana,Auto Components,398.78,4,49.5,1953.1,4.7,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
PB02263,Fatehgarh Sahib,IT/Software Services,795.24,12,118.9,2279.9,11.7,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
PB02264,Amritsar,Furniture/Wood,322.08,74,32.0,792.2,12.9,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02265,Bathinda,Chemical,189.95,30,28.3,904.0,37.8,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
PB02266,Amritsar,Cement,63.0,44,43.3,50.0,7.3,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
PB02267,Mohali,Pharmaceutical,743.17,11,110.5,1894.1,40.8,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
PB02268,Jalandhar,Leather Products,147.14,10,10.1,50.0,23.6,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
PB02269,Amritsar,Pharmaceutical,232.26,106,44.8,569.2,15.5,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
PB02270,Moga,Rice Milling,991.85,30,159.8,3470.2,11.9,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1
PB02271,Rupnagar,Auto Components,227.83,15,55.6,919.0,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
PB02272,Fatehgarh Sahib,Textile,345.69,7,22.8,1654.7,0.5,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
PB02273,Ludhiana,Rice Milling,251.06,5,51.7,50.0,15.2,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0
PB02274,Hoshiarpur,IT/Software Services,2070.23,23,304.0,6082.8,4.2,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1
PB02275,Hoshiarpur,Furniture/Wood,833.33,6,109.0,2622.2,0.5,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1
PB02276,Mohali (SAS Nagar),Food Processing,3481.1,56,540.0,10408.6,8.6,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1
PB02277,Mohali,Textile Dyeing,207.52,80,31.2,1022.8,30.2,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
PB02278,Fatehgarh Sahib,Textile,6000.0,13,893.6,17861.2,1.0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1
PB02279,Mohali (SAS Nagar),Engineering/Metal Fabrication,377.06,9,83.8,1489.7,3.6,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
PB02280,Moga,Electronics,327.53,12,57.9,1515.5,9.9,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
PB02281,Jalandhar,Electronics,861.14,6,152.3,2406.7,22.4,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1
PB02282,Fatehgarh Sahib,Steel Rolling,435.09,38,89.6,1855.2,15.9,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1
PB02283,Fatehgarh Sahib,Electronics,574.29,6,52.4,1642.0,7.2,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
PB02284,Mohali (SAS Nagar),Textile,498.73,22,84.0,1580.2,10.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02285,Sangrur,Paper & Pulp,517.86,6,91.4,1581.8,11.2,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1
PB02286,Patiala,Electronics,1259.36,5,218.7,3808.1,17.8,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1
PB02287,Fatehgarh Sahib,Steel Rolling,556.23,13,87.1,1574.2,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02288,Rupnagar,Agro-based,2371.85,6,339.9,6733.1,7.5,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1
PB02289,Patiala,Steel Rolling,584.38,159,100.7,2003.4,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02290,Sangrur,Textile Dyeing,316.92,75,51.0,753.3,17.9,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1
PB02291,Fatehgarh Sahib,Leather Products,570.79,12,74.4,2172.7,6.5,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1
PB02292,Hoshiarpur,Food Processing,1858.68,11,283.4,5548.4,17.5,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
PB02293,Jalandhar,Steel Rolling,180.17,9,28.2,537.5,7.0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
PB02294,Hoshiarpur,Paper & Pulp,234.42,12,39.2,1034.5,16.3,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB02295,Bathinda,Steel Rolling,805.58,8,176.0,2757.2,3.2,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
PB02296,Hoshiarpur,Food Processing,187.36,6,73.7,1626.6,4.3,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1
PB02297,Patiala,Beverages,923.18,19,121.1,3299.6,17.5,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1
PB02298,Bathinda,Textile,582.19,15,95.0,1912.8,7.2,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
PB02299,Mohali (SAS Nagar),Agro-based,341.26,8,81.1,906.7,0.5,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1
PB02300,Bathinda,Textile,121.91,10,47.4,549.7,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02301,Rupnagar,Engineering/Metal Fabrication,286.98,3,52.4,1052.3,15.7,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
PB02302,Moga,Textile,262.17,103,81.6,599.3,2.8,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
PB02303,Mohali (SAS Nagar),Engineering/Metal Fabrication,154.77,4,8.0,50.0,5.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PB02304,Mohali (SAS Nagar),Agro-based,62.09,11,2.0,623.0,7.5,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
PB02305,Hoshiarpur,Food Processing,1114.48,14,146.9,4042.1,10.0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1
PB02306,Sangrur,Food Processing,972.41,13,143.6,2665.8,0.5,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1
PB02307,Moga,Paper & Pulp,392.97,24,78.7,801.2,15.5,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1
PB02308,Patiala,Paper & Pulp,187.79,2,21.4,202.1,20.8,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1
PB02309,Sangrur,Rice Milling,2059.27,17,288.0,6565.7,22.1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1
PB02310,Moga,Rice Milling,134.66,2,10.2,1325.0,23.8,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1
PB02311,Mohali,Electronics,6000.0,3,928.1,17765.8,2.3,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
PB02312,Sangrur,Pharmaceutical,542.73,32,107.2,1450.0,14.1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
PB02313,Mohali (SAS Nagar),Paper & Pulp,40.26,12,2.0,50.0,7.8,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0
PB02314,Hoshiarpur,Electronics,352.3,6,78.9,693.4,4.0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
PB02315,Moga,Textile Dyeing,365.31,3,72.9,50.0,17.5,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
PB02316,Sangrur,Steel Rolling,55.7,12,12.0,50.0,16.6,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
PB02317,Sangrur,IT/Software Services,825.8,30,148.3,2302.9,0.5,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
PB02318,Mohali (SAS Nagar),Electronics,1150.65,36,153.5,3192.3,10.6,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1
PB02319,Moga,Cement,323.23,69,20.1,1912.6,5.8,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
PB02320,Mohali (SAS Nagar),Furniture/Wood,330.91,3,77.7,1741.2,14.9,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
PB02321,Jalandhar,Plastic Products,841.94,27,131.9,2743.8,21.1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB02322,Mohali (SAS Nagar),Electronics,1731.53,6,278.5,5242.7,8.4,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
PB02323,Amritsar,Electronics,470.85,16,34.3,1531.6,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02324,Hoshiarpur,Engineering/Metal Fabrication,1242.07,8,157.1,3467.8,0.5,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
PB02325,Mohali (SAS Nagar),Cement,2267.2,9,322.6,6579.4,12.4,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1
PB02326,Jalandhar,Chemical,456.77,4,65.1,1088.4,8.6,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1
PB02327,Mohali (SAS Nagar),Engineering/Metal Fabrication,231.91,119,26.5,1046.0,8.7,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02328,Bathinda,Plastic Products,34.98,57,2.0,451.1,0.5,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1
PB02329,Fatehgarh Sahib,Pharmaceutical,178.37,5,42.1,1293.5,26.9,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1
PB02330,Jalandhar,Rice Milling,109.61,40,42.4,167.2,18.6,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
PB02331,Jalandhar,Leather Products,305.95,28,30.2,854.8,21.7,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1
PB02332,Fatehgarh Sahib,Leather Products,2185.46,20,341.0,7124.3,14.0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1
PB02333,Patiala,Paper & Pulp,1392.98,22,239.3,3848.6,18.2,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
PB02334,Moga,Rice Milling,303.63,28,56.0,1013.1,16.6,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1
PB02335,Hoshiarpur,Pharmaceutical,502.95,21,73.0,1833.0,19.3,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
PB02336,Bathinda,Engineering/Metal Fabrication,309.73,31,58.4,860.2,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02337,Ludhiana,IT/Software Services,68.41,35,3.8,50.0,0.5,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
PB02338,Jalandhar,Textile Dyeing,330.42,19,55.1,1113.2,27.7,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1
PB02339,Sangrur,Textile Dyeing,1826.52,23,300.5,5594.7,32.1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
PB02340,Patiala,IT/Software Services,1521.43,21,254.4,5085.1,0.5,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
PB02341,Rupnagar,Auto Components,161.72,3,14.9,667.8,0.7,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
PB02342,Amritsar,Textile Dyeing,272.85,16,24.2,1445.6,20.4,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
PB02343,Rupnagar,Leather Products,22.38,25,9.9,268.1,21.0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1
PB02344,Mohali (SAS Nagar),Textile Dyeing,46.65,184,13.5,287.0,10.4,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1
PB02345,Sangrur,Leather Products,262.86,13,49.6,902.4,19.5,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1
PB02346,Ludhiana,Cement,1452.77,70,198.5,4535.4,6.6,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1
PB02347,Amritsar,Steel Rolling,354.0,69,52.0,1009.4,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02348,Moga,Rice Milling,213.83,4,45.1,531.1,7.2,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1
PB02349,Ludhiana,Steel Rolling,486.55,18,65.6,1192.3,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02350,Amritsar,Textile Dyeing,97.01,12,22.8,50.0,11.2,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0
PB02351,Ludhiana,Pharmaceutical,519.07,6,93.7,461.1,15.0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1
PB02352,Bathinda,Engineering/Metal Fabrication,385.65,39,110.7,1661.5,6.7,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02353,Mohali,Pharmaceutical,143.22,5,46.8,337.0,23.5,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1
PB02354,Moga,Beverages,170.16,4,70.1,50.0,9.9,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0
PB02355,Moga,Beverages,537.88,27,84.7,1661.0,16.8,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
PB02356,Jalandhar,Electronics,545.01,24,85.1,1462.6,15.6,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1
PB02357,Fatehgarh Sahib,Textile Dyeing,148.46,47,37.1,1360.8,7.1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
PB02358,Jalandhar,Food Processing,2641.15,28,383.6,7395.8,4.0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1
PB02359,Moga,Pharmaceutical,461.77,11,43.9,1636.3,24.7,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB02360,Rupnagar,Engineering/Metal Fabrication,274.58,3,39.9,133.9,4.6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
PB02361,Mohali,Food Processing,260.26,9,27.1,468.4,0.5,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1
PB02362,Fatehgarh Sahib,Engineering/Metal Fabrication,131.76,3,3.9,371.7,13.9,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
PB02363,Rupnagar,Steel Rolling,4776.96,9,695.2,14605.5,3.0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1
PB02364,Amritsar,Textile,838.64,10,89.5,1707.1,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02365,Patiala,Chemical,371.28,40,40.2,754.5,31.0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
PB02366,Mohali (SAS Nagar),Textile Dyeing,1792.27,21,253.6,5122.7,16.6,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
PB02367,Rupnagar,Food Processing,119.98,27,15.7,273.4,0.5,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1
PB02368,Amritsar,Food Processing,105.21,11,15.7,196.1,0.5,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1
PB02369,Rupnagar,Furniture/Wood,415.92,52,90.8,864.1,7.8,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02370,Bathinda,Leather Products,1237.09,4,167.9,2711.2,21.2,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1
PB02371,Sangrur,Agro-based,1575.51,3,216.6,3603.3,6.0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
PB02372,Mohali,IT/Software Services,505.4,85,87.5,2691.9,14.6,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
PB02373,Sangrur,Food Processing,76.83,12,2.0,901.3,0.5,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1
PB02374,Sangrur,Plastic Products,182.96,40,56.3,953.3,8.5,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB02375,Mohali (SAS Nagar),Textile Dyeing,1937.92,104,253.7,5616.8,11.1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
PB02376,Hoshiarpur,Electronics,196.8,36,37.9,50.0,6.2,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
PB02377,Amritsar,Paper & Pulp,379.39,11,59.6,1534.1,25.4,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
PB02378,Hoshiarpur,IT/Software Services,106.73,10,11.4,554.9,2.6,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
PB02379,Fatehgarh Sahib,Auto Components,236.93,15,31.6,379.1,6.2,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02380,Patiala,Agro-based,226.53,19,30.1,50.0,9.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
PB02381,Patiala,Pharmaceutical,1429.29,28,233.6,4438.8,13.2,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB02382,Sangrur,Food Processing,205.4,18,63.8,923.8,0.5,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1
PB02383,Sangrur,Steel Rolling,357.82,17,63.7,1601.9,1.3,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02384,Mohali,Pharmaceutical,770.0,48,121.1,3375.6,28.5,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1
PB02385,Fatehgarh Sahib,Paper & Pulp,250.64,1,76.6,815.4,13.5,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1
PB02386,Hoshiarpur,IT/Software Services,352.66,2,65.8,378.3,7.5,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1
PB02387,Fatehgarh Sahib,Pharmaceutical,444.78,89,57.4,1111.9,28.0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB02388,Moga,Paper & Pulp,1227.74,2,167.3,4006.7,27.9,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1
PB02389,Ludhiana,Engineering/Metal Fabrication,649.88,6,106.4,2153.0,17.3,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1
PB02390,Bathinda,Paper & Pulp,361.72,41,70.2,198.0,18.2,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1
PB02391,Hoshiarpur,Plastic Products,407.7,28,79.3,1277.1,6.8,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB02392,Amritsar,Rice Milling,816.78,10,151.4,1951.4,16.0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
PB02393,Mohali (SAS Nagar),Electronics,309.28,28,39.0,1385.6,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02394,Mohali,IT/Software Services,453.64,45,88.1,1768.4,16.2,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1
PB02395,Fatehgarh Sahib,Plastic Products,2279.77,33,318.4,6829.4,0.5,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1
PB02396,Patiala,Rice Milling,1638.61,20,237.3,4863.5,18.3,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
PB02397,Mohali (SAS Nagar),Textile Dyeing,492.19,12,125.9,1778.8,20.1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
PB02398,Hoshiarpur,Furniture/Wood,223.9,41,74.7,637.9,11.6,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02399,Mohali,Food Processing,1164.67,14,153.1,4110.2,21.0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1
PB02400,Mohali,Pharmaceutical,130.63,3,2.0,231.3,28.7,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1
PB02401,Fatehgarh Sahib,Agro-based,136.13,21,7.3,713.2,3.8,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
PB02402,Rupnagar,Furniture/Wood,1356.28,13,182.6,3739.5,5.4,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB02403,Amritsar,Textile,104.16,3,2.0,664.0,3.1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
PB02404,Jalandhar,Textile Dyeing,490.78,39,78.7,959.7,18.6,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
PB02405,Bathinda,Agro-based,95.37,9,8.7,458.5,4.7,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
PB02406,Jalandhar,Beverages,270.0,52,60.1,392.8,15.3,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1
PB02407,Sangrur,Cement,6000.0,7,904.4,18086.9,9.0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1
PB02408,Mohali (SAS Nagar),Furniture/Wood,168.51,3,19.0,470.4,6.3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
PB02409,Mohali (SAS Nagar),Textile Dyeing,81.11,15,15.6,50.0,15.1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
PB02410,Sangrur,Engineering/Metal Fabrication,301.6,38,58.4,686.8,0.5,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1
PB02411,Moga,Leather Products,531.65,43,83.6,1507.1,13.4,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB02412,Hoshiarpur,Furniture/Wood,177.88,17,17.0,206.1,0.5,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1
PB02413,Ludhiana,Textile Dyeing,200.79,53,39.8,1369.7,21.1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1
PB02414,Hoshiarpur,Electronics,1320.29,4,209.4,3950.2,17.9,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1
PB02415,Mohali,Plastic Products,5522.66,25,815.7,16686.8,9.5,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
PB02416,Hoshiarpur,Auto Components,697.83,55,107.2,2300.1,11.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02417,Hoshiarpur,Paper & Pulp,1039.27,33,179.7,2972.5,19.0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1
PB02418,Bathinda,Auto Components,151.93,25,2.0,155.6,2.5,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
PB02419,Sangrur,Auto Components,6000.0,17,919.9,18269.6,0.5,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1
PB02420,Ludhiana,Plastic Products,412.42,7,44.4,1221.4,18.8,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1
PB02421,Rupnagar,Food Processing,618.6,14,83.6,2564.1,2.5,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1
PB02422,Ludhiana,Auto Components,244.82,17,84.7,1359.3,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB02423,Fatehgarh Sahib,Pharmaceutical,583.01,14,49.9,2227.7,5.4,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB02424,Amritsar,Chemical,139.33,13,12.7,50.0,18.5,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0
PB02425,Ludhiana,Paper & Pulp,352.33,8,52.3,1197.6,31.6,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1
PB02426,Bathinda,Plastic Products,1122.31,40,150.7,3881.7,14.3,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB02427,Moga,Furniture/Wood,51.26,3,2.0,105.0,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PB02428,Fatehgarh Sahib,Rice Milling,125.66,7,37.6,852.9,8.0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1
PB02429,Rupnagar,Cement,49.21,24,14.7,499.2,7.9,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
PB02430,Sangrur,Textile,139.97,31,20.9,161.9,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
PB02431,Moga,Pharmaceutical,246.69,9,2.0,1228.0,24.2,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1
PB02432,Mohali,Textile,2183.35,15,342.8,7359.1,0.5,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1
PB02433,Patiala,Plastic Products,667.8,34,131.2,1456.0,0.5,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
PB02434,Mohali,Textile,506.77,11,124.2,1995.9,7.3,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
PB02435,Ludhiana,Furniture/Wood,214.33,7,49.4,486.2,7.1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
PB02436,Ludhiana,Food Processing,842.33,9,113.7,2373.0,4.5,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1
PB02437,Bathinda,Food Processing,313.55,8,41.9,660.0,0.5,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1
PB02438,Bathinda,Textile Dyeing,82.44,8,2.0,435.9,14.9,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1
